epoch,train_loss,train_od_loss,train_dc_loss,train_sc_loss,train_label_loss,train_box_loss,val_loss,val_od_loss,val_dc_loss,val_sc_loss,val_label_loss,val_box_loss,val_sc_cube_joint_acc,val_sc_cube_sten_acc,val_sc_cube_plaq_acc,val_sc_vessel_sten_acc,val_sten_per_class_acc,val_plaq_per_class_acc,val_od_acc
1,3.5016836484020715,2.470426418897459,0.3701496781034153,0.6611075489650254,1.8087198272094889,0.661706591114444,4.508678611732732,2.3643490765851753,0.78118850569343,1.3631410291003898,1.831545273345019,0.5328038096295267,0.8317236255572066,0.8406389301634473,0.8388280089153046,0.4606240713224368,"[0.9975115937111186, 0.15877342419080068, 0.0]","[0.9975115937111186, 0.0, 0.20608108108108109, 0.0]",0.5557206537890045
